year,municipality,total_cases
2020,"AGUA BLANCA",1
2020,"AGUACATÁN",34
2020,ALOTENANGO,9
2020,"AMATITLÁN",80
2020,"ANTIGUA GUATEMALA",185
2020,"ASUNCIÓN MITA",5
2020,ATESCATEMPA,9
2020,AYUTLA,86
2020,BARBERENA,76
2020,BARILLAS,11
2020,"CABAÑAS",3
2020,"CAHABÓN",1
2020,"CAMOTÁN",22
2020,"CANILLÁ",11
2020,CASILLAS,6
2020,CATARINA,6
2020,CHAHAL,17
2020,CHAMPERICO,2
2020,CHIANTLA,1
2020,CHICACAO,1
2020,"CHICAMÁN",2
2020,CHIMALTENANGO,18
2020,CHINAUTLA,7
2020,CHINIQUE,1
2020,CHIQUIMULA,83
2020,CHIQUIMULILLA,5
2020,CHISEC,13
2020,CHUARRANCHO,13
2020,"CIUDAD VIEJA",1
2020,COATEPEQUE,513
2020,"COBÁN",14
2020,COLOMBA,3
2020,COMAPA,2
2020,"CONCEPCIÓN LAS MINAS",3
2020,CUBULCO,23
2020,CUILAPA,369
2020,CUILCO,18
2020,CUYOTENANGO,3
2020,DOLORES,62
2020,"EL ADELANTO",1
2020,"EL ASINTAL",5
2020,"EL CHAL",4
2020,"EL CHOL",12
2020,"EL ESTOR",7
2020,"EL JÍCARO",9
2020,"EL PALMAR",101
2020,"EL QUETZAL",6
2020,"EL TEJAR",2
2020,"EL TUMBADOR",33
2020,ESCUINTLA,100
2020,ESQUIPULAS,37
2020,ESTANZUELA,12
2020,FLORES,100
2020,"FLORES COSTA CUCA",40
2020,FRAIJANES,13
2020,"FRAY BARTOLOMÉ DE LAS CASAS",49
2020,GRANADOS,44
2020,"GUALÁN",22
2020,GUANAGAZAPA,23
2020,GUASTATOYA,24
2020,GUATEMALA,452
2020,"GUAZACAPÁN",26
2020,"GÉNOVA",48
2020,HUEHUETENANGO,10
2020,"HUITÉ",5
2020,IPALA,6
2020,"IXCÁN",31
2020,IZTAPA,7
2020,JACALTENANGO,17
2020,JALAPA,59
2020,JALPATAGUA,1
2020,JEREZ,12
2020,JOCOTENANGO,2
2020,"JOCOTÁN",10
2020,JOYABAJ,43
2020,JUTIAPA,147
2020,"LA DEMOCRACIA",36
2020,"LA GOMERA",3
2020,"LA LIBERTAD",63
2020,"LA REFORMA",4
2020,"LA TINTA",1
2020,"LA UNIÓN",1
2020,"LANQUÍN",2
2020,"LAS CRUCES",24
2020,LIVINGSTON,40
2020,MALACATANCITO,3
2020,"MALACATÁN",56
2020,MASAGUA,33
2020,MATAQUESCUINTLA,1
2020,MAZATENANGO,148
2020,"MELCHOR DE MENCOS",4
2020,MIXCO,104
2020,MORALES,19
2020,"MORAZÁN",1
2020,"NAHUALÁ",4
2020,"NENTÓN",1
2020,"NUEVA CONCEPCIÓN",17
2020,"NUEVA SANTA ROSA",69
2020,"NUEVO PROGRESO",5
2020,"NUEVO SAN CARLOS",7
2020,"OCÓS",5
2020,ORATORIO,2
2020,"PACHALÚN",9
2020,PALENCIA,4
2020,"PALÍN",20
2020,PANAJACHEL,52
2020,PATULUL,2
2020,POCHUTA,1
2020,"POPTÚN",117
2020,"PUEBLO NUEVO VIÑAS",4
2020,"PUERTO BARRIOS",160
2020,"PUERTO DE SAN JOSÉ",21
2020,QUETZALTEPEQUE,23
2020,RABINAL,34
2020,RAXRUHA,9
2020,RETALHULEU,74
2020,SACAPULAS,13
2020,"SALAMÁ",486
2020,"SAN AGUSTÍN ACASAGUASTLÁN",13
2020,"SAN ANDRÉS",19
2020,"SAN ANDRÉS ITZAPA",2
2020,"SAN ANDRÉS SAJCABAJÁ",5
2020,"SAN ANDRÉS VILLA SECA",1
2020,"SAN ANTONIO AGUAS CALIENTES",6
2020,"SAN ANTONIO HUISTA",9
2020,"SAN ANTONIO LA PAZ",1
2020,"SAN BARTOLOMÉ JOCOTENANGO",1
2020,"SAN CRISTÓBAL ACASAGUASTLÁN",1
2020,"SAN DIEGO",4
2020,"SAN FELIPE",21
2020,"SAN FRANCISCO",40
2020,"SAN ILDELFONSO IXTAHUACÁN",5
2020,"SAN JACINTO",1
2020,"SAN JERÓNIMO",36
2020,"SAN JORGE",3
2020,"SAN JOSÉ",2
2020,"SAN JOSÉ ACATEMPA",1
2020,"SAN JOSÉ DEL GOLFO",33
2020,"SAN JOSÉ LA ARADA",5
2020,"SAN JOSÉ POAQUIL",2
2020,"SAN JUAN CHAMELCO",1
2020,"SAN JUAN LA ERMITA",23
2020,"SAN JUAN SACATEPÉQUEZ",13
2020,"SAN LUCAS TOLIMÁN",8
2020,"SAN LUIS",27
2020,"SAN LUIS JILOTEPEQUE",13
2020,"SAN MANUEL CHAPARRÓN",4
2020,"SAN MARCOS",4
2020,"SAN MARTÍN JILOTEPEQUE",82
2020,"SAN MARTÍN ZAPOTITLÁN",6
2020,"SAN MIGUEL CHICAJ",12
2020,"SAN MIGUEL DUEÑAS",5
2020,"SAN MIGUEL PETAPA",13
2020,"SAN MIGUEL USPANTÁN",4
2020,"SAN PABLO",2
2020,"SAN PEDRO AYAMPUC",5
2020,"SAN PEDRO CARCHÁ",6
2020,"SAN PEDRO LA LAGUNA",3
2020,"SAN PEDRO NECTA",17
2020,"SAN PEDRO PINULA",6
2020,"SAN PEDRO SACATEPÉQUEZ",2
2020,"SAN RAFAEL LAS FLORES",45
2020,"SAN RAFAEL PETZAL",2
2020,"SAN RAYMUNDO",11
2020,"SAN SEBASTIÁN",13
2020,"SAN SEBASTIÁN HUEHUETENANGO",1
2020,"SAN VICENTE PACAYA",10
2020,SANARATE,7
2020,SANSARE,8
2020,"SANTA ANA",4
2020,"SANTA ANA HUISTA",1
2020,"SANTA APOLONIA",1
2020,"SANTA CATARINA IXTAHUACÁN",8
2020,"SANTA CRUZ DEL QUICHÉ",1
2020,"SANTA CRUZ MULÚA",3
2020,"SANTA CRUZ NARANJO",2
2020,"SANTA CRUZ VERAPAZ",11
2020,"SANTA LUCÍA COTZUMALGUAPA",2
2020,"SANTA LUCÍA UTATLÁN",1
2020,"SANTA MARÍA IXHUATÁN",15
2020,"SANTA ROSA DE LIMA",18
2020,"SANTIAGO ATITLÁN",17
2020,"SANTO DOMINGO SUCHITEPÉQUEZ",2
2020,"SANTO TOMÁS LA UNIÓN",10
2020,"SAYAXCHÉ",41
2020,"SENAHÚ",4
2020,"SIQUINALÁ",10
2020,"SOLOLÁ",9
2020,TAXISCO,7
2020,"TECPÁN GUATEMALA",3
2020,"TECULUTÁN",55
2020,TIQUISATE,119
2020,"TOTONICAPÁN",1
2020,"TUCURÚ",4
2020,"USUMATLÁN",7
2020,"VILLA CANALES",56
2020,"VILLA NUEVA",59
2020,YEPOCAPA,12
2020,ZACAPA,27
2020,ZACUALPA,2
2020,"ZAPOTITLÁN",1
2020,ZUNILITO,13
2021,ALOTENANGO,6
2021,"AMATITLÁN",46
2021,"ANTIGUA GUATEMALA",43
2021,"ASUNCIÓN MITA",1
2021,ATESCATEMPA,2
2021,AYUTLA,22
2021,BARBERENA,11
2021,BARILLAS,3
2021,"CABAÑAS",1
2021,"CAHABÓN",4
2021,"CAMOTÁN",1
2021,"CANILLÁ",1
2021,CASILLAS,3
2021,CATARINA,4
2021,CHAHAL,5
2021,CHAMPERICO,1
2021,CHIMALTENANGO,3
2021,CHINAUTLA,3
2021,CHIQUIMULA,37
2021,CHISEC,2
2021,CHUARRANCHO,12
2021,"CIUDAD VIEJA",1
2021,COATEPEQUE,440
2021,"COBÁN",4
2021,COLOMBA,13
2021,COMAPA,1
2021,"CONCEPCIÓN LAS MINAS",4
2021,CUBULCO,25
2021,CUILAPA,44
2021,CUYOTENANGO,13
2021,DOLORES,22
2021,"EL ADELANTO",2
2021,"EL ASINTAL",2
2021,"EL CHAL",3
2021,"EL CHOL",40
2021,"EL ESTOR",2
2021,"EL JÍCARO",1
2021,"EL PALMAR",17
2021,"EL QUETZAL",4
2021,"EL TEJAR",2
2021,"EL TUMBADOR",14
2021,ESCUINTLA,123
2021,ESQUIPULAS,3
2021,ESTANZUELA,1
2021,FLORES,63
2021,"FLORES COSTA CUCA",16
2021,"FRAY BARTOLOMÉ DE LAS CASAS",80
2021,GRANADOS,32
2021,"GUALÁN",10
2021,GUANAGAZAPA,9
2021,GUASTATOYA,25
2021,GUATEMALA,51
2021,"GUAZACAPÁN",1
2021,"GÉNOVA",91
2021,HUEHUETENANGO,1
2021,IPALA,3
2021,"IXCÁN",10
2021,IZTAPA,6
2021,JACALTENANGO,1
2021,JALAPA,11
2021,JALPATAGUA,3
2021,JEREZ,2
2021,"JOCOTÁN",3
2021,JOYABAJ,9
2021,JUTIAPA,15
2021,"LA DEMOCRACIA",6
2021,"LA GOMERA",5
2021,"LA LIBERTAD",89
2021,"LA REFORMA",1
2021,"LA TINTA",2
2021,"LAS CRUCES",5
2021,LIVINGSTON,26
2021,"LOS AMATES",2
2021,"MALACATÁN",49
2021,MASAGUA,36
2021,MAZATENANGO,109
2021,"MELCHOR DE MENCOS",4
2021,MIXCO,43
2021,MORALES,16
2021,MOYUTA,2
2021,"NUEVA CONCEPCIÓN",16
2021,"NUEVA SANTA ROSA",11
2021,"NUEVO PROGRESO",1
2021,"NUEVO SAN CARLOS",7
2021,"OCÓS",7
2021,OLOPA,1
2021,"PACHALÚN",12
2021,PAJAPITA,2
2021,PALENCIA,6
2021,"PALÍN",29
2021,PANAJACHEL,12
2021,PASACO,1
2021,PASTORES,1
2021,POCHUTA,5
2021,"POPTÚN",32
2021,"PUEBLO NUEVO VIÑAS",3
2021,"PUERTO BARRIOS",37
2021,"PUERTO DE SAN JOSÉ",10
2021,QUETZALTEPEQUE,7
2021,QUEZADA,1
2021,RABINAL,8
2021,RAXRUHA,2
2021,RETALHULEU,34
2021,"RÍO BRAVO",2
2021,SACAPULAS,2
2021,"SALAMÁ",148
2021,"SAN AGUSTÍN ACASAGUASTLÁN",1
2021,"SAN ANDRÉS",20
2021,"SAN ANDRÉS VILLA SECA",3
2021,"SAN ANTONIO AGUAS CALIENTES",2
2021,"SAN BENITO",8
2021,"SAN FELIPE",15
2021,"SAN FRANCISCO",36
2021,"SAN JACINTO",10
2021,"SAN JERÓNIMO",10
2021,"SAN JORGE",5
2021,"SAN JOSÉ",11
2021,"SAN JOSÉ DEL GOLFO",7
2021,"SAN JOSÉ EL IDOLO",8
2021,"SAN JOSÉ LA ARADA",2
2021,"SAN JOSÉ PINULA",1
2021,"SAN JOSÉ POAQUIL",1
2021,"SAN JUAN CHAMELCO",2
2021,"SAN JUAN LA ERMITA",11
2021,"SAN LUCAS SACATEPÉQUEZ",2
2021,"SAN LUCAS TOLIMÁN",2
2021,"SAN LUIS",12
2021,"SAN LUIS JILOTEPEQUE",10
2021,"SAN MARCOS",6
2021,"SAN MARTÍN JILOTEPEQUE",3
2021,"SAN MARTÍN ZAPOTITLÁN",23
2021,"SAN MIGUEL CHICAJ",5
2021,"SAN MIGUEL DUEÑAS",1
2021,"SAN MIGUEL PETAPA",1
2021,"SAN PABLO",10
2021,"SAN PABLO JOCOPILAS",1
2021,"SAN PEDRO CARCHÁ",5
2021,"SAN PEDRO NECTA",3
2021,"SAN PEDRO PINULA",1
2021,"SAN RAFAEL LAS FLORES",4
2021,"SAN RAYMUNDO",5
2021,"SAN SEBASTIÁN",2
2021,"SAN VICENTE PACAYA",5
2021,SANARATE,8
2021,"SANTA ANA",8
2021,"SANTA BÁRBARA",3
2021,"SANTA CATARINA BARAHONA",2
2021,"SANTA CATARINA IXTAHUACÁN",2
2021,"SANTA CATARINA MITA",2
2021,"SANTA CATARINA PINULA",1
2021,"SANTA CRUZ DEL QUICHÉ",1
2021,"SANTA CRUZ MULÚA",14
2021,"SANTA LUCÍA COTZUMALGUAPA",11
2021,"SANTA ROSA DE LIMA",2
2021,"SANTIAGO SACATEPÉQUEZ",16
2021,"SANTO DOMINGO SUCHITEPÉQUEZ",1
2021,"SAYAXCHÉ",47
2021,"SENAHÚ",107
2021,SIPACATE,16
2021,"SIQUINALÁ",12
2021,"SOLOLÁ",2
2021,SUMPANGO,23
2021,TAXISCO,6
2021,"TECULUTÁN",20
2021,TIQUISATE,33
2021,"TOTONICAPÁN",1
2021,"TUCURÚ",3
2021,"USUMATLÁN",1
2021,"VILLA CANALES",14
2021,"VILLA NUEVA",2
2021,YEPOCAPA,5
2021,ZACAPA,55
2021,"ZAPOTITLÁN",2
2021,ZUNILITO,18
2022,ACATENANGO,1
2022,"AGUACATÁN",1
2022,ALOTENANGO,16
2022,"AMATITLÁN",124
2022,"ANTIGUA GUATEMALA",90
2022,"ASUNCIÓN MITA",22
2022,ATESCATEMPA,19
2022,AYUTLA,24
2022,BARBERENA,12
2022,BARILLAS,13
2022,"CABAÑAS",11
2022,"CAMOTÁN",11
2022,"CANILLÁ",5
2022,CANTEL,1
2022,CASILLAS,7
2022,CATARINA,35
2022,CHAHAL,7
2022,CHAMPERICO,32
2022,CHIMALTENANGO,7
2022,CHINAUTLA,2
2022,CHIQUIMULA,104
2022,CHISEC,18
2022,CHUARRANCHO,22
2022,"CIUDAD VIEJA",6
2022,COATEPEQUE,949
2022,"COBÁN",26
2022,COLOMBA,102
2022,"CONCEPCIÓN",1
2022,"CONCEPCIÓN LAS MINAS",21
2022,CUBULCO,38
2022,CUILAPA,135
2022,CUILCO,61
2022,CUYOTENANGO,11
2022,DOLORES,79
2022,"EL ADELANTO",1
2022,"EL ASINTAL",22
2022,"EL CHAL",96
2022,"EL CHOL",9
2022,"EL ESTOR",9
2022,"EL JÍCARO",9
2022,"EL PALMAR",99
2022,"EL PROGRESO",2
2022,"EL QUETZAL",31
2022,"EL RODEO",6
2022,"EL TEJAR",1
2022,"EL TUMBADOR",32
2022,ESCUINTLA,222
2022,ESQUIPULAS,40
2022,ESTANZUELA,24
2022,FLORES,168
2022,"FLORES COSTA CUCA",253
2022,FRAIJANES,1
2022,"FRAY BARTOLOMÉ DE LAS CASAS",137
2022,GRANADOS,95
2022,"GUALÁN",95
2022,GUANAGAZAPA,17
2022,GUASTATOYA,28
2022,GUATEMALA,70
2022,"GÉNOVA",229
2022,HUEHUETENANGO,40
2022,"HUITÉ",5
2022,IPALA,9
2022,"IXCÁN",31
2022,IZTAPA,10
2022,JACALTENANGO,160
2022,JALAPA,99
2022,JALPATAGUA,64
2022,JEREZ,2
2022,JOCOTENANGO,3
2022,"JOCOTÁN",32
2022,JOYABAJ,3
2022,JUTIAPA,197
2022,"LA DEMOCRACIA",27
2022,"LA GOMERA",26
2022,"LA LIBERTAD",139
2022,"LA REFORMA",1
2022,"LA TINTA",325
2022,"LANQUÍN",13
2022,"LAS CRUCES",16
2022,LIVINGSTON,30
2022,"LOS AMATES",18
2022,MALACATANCITO,12
2022,"MALACATÁN",178
2022,MASAGUA,66
2022,MATAQUESCUINTLA,1
2022,MAZATENANGO,425
2022,"MELCHOR DE MENCOS",18
2022,MIXCO,84
2022,MORALES,25
2022,"NAHUALÁ",1
2022,"NENTÓN",43
2022,"NUEVA CONCEPCIÓN",74
2022,"NUEVA SANTA ROSA",20
2022,"NUEVO PROGRESO",12
2022,"NUEVO SAN CARLOS",5
2022,"OCÓS",17
2022,ORATORIO,3
2022,"PACHALÚN",4
2022,PALENCIA,10
2022,"PALÍN",33
2022,PANAJACHEL,6
2022,PANZOS,6
2022,PARRAMOS,2
2022,PATULUL,1
2022,POCHUTA,5
2022,"POPTÚN",137
2022,"PUEBLO NUEVO VIÑAS",3
2022,"PUERTO BARRIOS",37
2022,"PUERTO DE SAN JOSÉ",16
2022,"PURULHÁ",2
2022,QUETZALTENANGO,3
2022,QUETZALTEPEQUE,34
2022,QUEZADA,1
2022,RABINAL,71
2022,RAXRUHA,5
2022,RETALHULEU,118
2022,"RÍO HONDO",3
2022,SACAPULAS,1
2022,"SALAMÁ",263
2022,"SAN AGUSTÍN ACASAGUASTLÁN",1
2022,"SAN ANDRÉS",41
2022,"SAN ANDRÉS VILLA SECA",28
2022,"SAN ANTONIO AGUAS CALIENTES",15
2022,"SAN ANTONIO HUISTA",9
2022,"SAN ANTONIO LA PAZ",4
2022,"SAN ANTONIO PALOPÓ",1
2022,"SAN ANTONIO SUCHITEPÉQUEZ",15
2022,"SAN BENITO",1
2022,"SAN BERNARDINO",1
2022,"SAN FELIPE",21
2022,"SAN FRANCISCO",81
2022,"SAN FRANCISCO ZAPOTITLÁN",1
2022,"SAN GASPAR IXCHIL",1
2022,"SAN ILDELFONSO IXTAHUACÁN",40
2022,"SAN JACINTO",13
2022,"SAN JERÓNIMO",39
2022,"SAN JORGE",14
2022,"SAN JOSÉ",8
2022,"SAN JOSÉ ACATEMPA",1
2022,"SAN JOSÉ DEL GOLFO",10
2022,"SAN JOSÉ EL IDOLO",8
2022,"SAN JOSÉ LA ARADA",19
2022,"SAN JOSÉ PINULA",4
2022,"SAN JOSÉ POAQUIL",1
2022,"SAN JUAN LA ERMITA",7
2022,"SAN JUAN SACATEPÉQUEZ",13
2022,"SAN LUCAS SACATEPÉQUEZ",1
2022,"SAN LUIS",29
2022,"SAN LUIS JILOTEPEQUE",17
2022,"SAN MANUEL CHAPARRÓN",7
2022,"SAN MARCOS",25
2022,"SAN MARTÍN JILOTEPEQUE",5
2022,"SAN MARTÍN ZAPOTITLÁN",11
2022,"SAN MIGUEL CHICAJ",34
2022,"SAN MIGUEL DUEÑAS",5
2022,"SAN MIGUEL PETAPA",8
2022,"SAN PABLO",25
2022,"SAN PABLO JOCOPILAS",1
2022,"SAN PEDRO AYAMPUC",1
2022,"SAN PEDRO CARCHÁ",11
2022,"SAN PEDRO LA LAGUNA",4
2022,"SAN PEDRO NECTA",7
2022,"SAN RAFAEL LAS FLORES",6
2022,"SAN RAFAEL PIÉ DE LA CUESTA",4
2022,"SAN SEBASTIÁN",5
2022,"SAN VICENTE PACAYA",9
2022,SANARATE,15
2022,"SANTA ANA",69
2022,"SANTA ANA HUISTA",9
2022,"SANTA APOLONIA",1
2022,"SANTA CATARINA BARAHONA",6
2022,"SANTA CATARINA IXTAHUACÁN",8
2022,"SANTA CRUZ DEL QUICHÉ",2
2022,"SANTA CRUZ MULÚA",46
2022,"SANTA LUCÍA COTZUMALGUAPA",6
2022,"SANTA MARÍA IXHUATÁN",4
2022,"SANTIAGO ATITLÁN",2
2022,"SANTO DOMINGO SUCHITEPÉQUEZ",4
2022,"SANTO TOMÁS LA UNIÓN",7
2022,"SAYAXCHÉ",286
2022,"SENAHÚ",26
2022,SIPACATE,8
2022,"SIQUINALÁ",20
2022,"SOLOLÁ",6
2022,SUMPANGO,1
2022,"TECPÁN GUATEMALA",2
2022,"TECULUTÁN",54
2022,TIQUISATE,33
2022,"TOTONICAPÁN",3
2022,"TUCURÚ",121
2022,"USUMATLÁN",5
2022,"VILLA CANALES",24
2022,"VILLA NUEVA",17
2022,YEPOCAPA,6
2022,YUPILTEPEQUE,2
2022,ZACAPA,386
2022,"ZAPOTITLÁN",2
2022,ZUNILITO,8
2023,ACATENANGO,196
2023,"AGUA BLANCA",14
2023,"AGUACATÁN",73
2023,ALOTENANGO,179
2023,"AMATITLÁN",1826
2023,"ANTIGUA GUATEMALA",3054
2023,"ASUNCIÓN MITA",113
2023,ATESCATEMPA,21
2023,AYUTLA,129
2023,BARBERENA,284
2023,BARILLAS,123
2023,"CABAÑAS",112
2023,"CAHABÓN",29
2023,"CAMOTÁN",161
2023,"CANILLÁ",938
2023,CANTEL,2
2023,CASILLAS,176
2023,CATARINA,37
2023,CHAHAL,79
2023,CHAMPERICO,40
2023,CHIANTLA,1
2023,CHICACAO,54
2023,"CHICAMÁN",25
2023,CHICHICASTENANGO,3
2023,"CHICHÉ",6
2023,CHIMALTENANGO,832
2023,CHINAUTLA,418
2023,CHIQUIMULA,2612
2023,CHIQUIMULILLA,60
2023,CHISEC,110
2023,CHUARRANCHO,52
2023,"CIUDAD VIEJA",450
2023,COATEPEQUE,4371
2023,"COBÁN",450
2023,COLOMBA,314
2023,COLOTENANGO,58
2023,COMAPA,44
2023,"CONCEPCIÓN LAS MINAS",106
2023,CONGUACO,7
2023,CUBULCO,161
2023,CUILAPA,887
2023,CUILCO,63
2023,"CUNÉN",24
2023,CUYOTENANGO,20
2023,DOLORES,481
2023,"EL ASINTAL",64
2023,"EL CHAL",211
2023,"EL CHOL",86
2023,"EL ESTOR",454
2023,"EL JÍCARO",29
2023,"EL PALMAR",343
2023,"EL PROGRESO",1
2023,"EL QUETZAL",24
2023,"EL RODEO",7
2023,"EL TEJAR",12
2023,"EL TUMBADOR",76
2023,ESCUINTLA,2773
2023,ESQUIPULAS,700
2023,ESTANZUELA,19
2023,FLORES,115
2023,"FLORES COSTA CUCA",294
2023,FRAIJANES,293
2023,"FRAY BARTOLOMÉ DE LAS CASAS",213
2023,GRANADOS,254
2023,"GUALÁN",911
2023,GUANAGAZAPA,112
2023,GUASTATOYA,744
2023,GUATEMALA,2612
2023,"GUAZACAPÁN",222
2023,"GÉNOVA",264
2023,HUEHUETENANGO,107
2023,"HUITÉ",9
2023,IPALA,110
2023,"IXCÁN",278
2023,IZTAPA,69
2023,JACALTENANGO,109
2023,JALAPA,2130
2023,JALPATAGUA,27
2023,JEREZ,5
2023,JOCOTENANGO,194
2023,"JOCOTÁN",170
2023,JOYABAJ,2558
2023,JUTIAPA,2597
2023,"LA DEMOCRACIA",208
2023,"LA GOMERA",185
2023,"LA LIBERTAD",382
2023,"LA REFORMA",26
2023,"LA TINTA",802
2023,"LA UNIÓN",170
2023,"LANQUÍN",152
2023,"LAS CRUCES",205
2023,LIVINGSTON,323
2023,"LOS AMATES",34
2023,"MAGDALENA MILPAS ALTAS",4
2023,MALACATANCITO,7
2023,"MALACATÁN",532
2023,MASAGUA,330
2023,MATAQUESCUINTLA,123
2023,MAZATENANGO,720
2023,"MELCHOR DE MENCOS",64
2023,MIXCO,4200
2023,MOMOSTENANGO,2
2023,MONJAS,60
2023,MORALES,435
2023,"MORAZÁN",11
2023,MOYUTA,76
2023,"NAHUALÁ",102
2023,NEBAJ,16
2023,"NENTÓN",65
2023,"NUEVA CONCEPCIÓN",157
2023,"NUEVA SANTA ROSA",124
2023,"NUEVO PROGRESO",122
2023,"NUEVO SAN CARLOS",42
2023,"OCÓS",36
2023,OLOPA,169
2023,ORATORIO,27
2023,"PACHALÚN",176
2023,PAJAPITA,3
2023,PALENCIA,641
2023,"PALÍN",223
2023,PANAJACHEL,93
2023,PANZOS,57
2023,PARRAMOS,138
2023,PASACO,34
2023,PASTORES,85
2023,PATULUL,16
2023,"PATZICÍA",16
2023,POCHUTA,25
2023,"POPTÚN",1149
2023,"PUEBLO NUEVO VIÑAS",29
2023,"PUERTO BARRIOS",462
2023,"PUERTO DE SAN JOSÉ",254
2023,"PURULHÁ",13
2023,QUETZALTEPEQUE,415
2023,QUEZADA,19
2023,RABINAL,473
2023,RAXRUHA,46
2023,RETALHULEU,169
2023,"RÍO BLANCO",3
2023,"RÍO HONDO",25
2023,SACAPULAS,391
2023,"SALAMÁ",854
2023,"SALCAJÁ",1
2023,"SAN AGUSTÍN ACASAGUASTLÁN",5
2023,"SAN ANDRÉS",49
2023,"SAN ANDRÉS ITZAPA",65
2023,"SAN ANDRÉS SAJCABAJÁ",468
2023,"SAN ANDRÉS SEMETABAJ",2
2023,"SAN ANDRÉS VILLA SECA",53
2023,"SAN ANTONIO AGUAS CALIENTES",112
2023,"SAN ANTONIO HUISTA",57
2023,"SAN ANTONIO ILOTENANGO",1
2023,"SAN ANTONIO LA PAZ",168
2023,"SAN ANTONIO PALOPÓ",48
2023,"SAN ANTONIO SUCHITEPÉQUEZ",21
2023,"SAN BARTOLOMÉ JOCOTENANGO",127
2023,"SAN BARTOLOMÉ MILPAS ALTAS",4
2023,"SAN BENITO",410
2023,"SAN BERNARDINO",3
2023,"SAN CRISTÓBAL ACASAGUASTLÁN",14
2023,"SAN CRISTÓBAL VERAPAZ",378
2023,"SAN DIEGO",24
2023,"SAN FELIPE",57
2023,"SAN FRANCISCO",86
2023,"SAN GASPAR IXCHIL",170
2023,"SAN ILDELFONSO IXTAHUACÁN",138
2023,"SAN JACINTO",105
2023,"SAN JERÓNIMO",320
2023,"SAN JORGE",38
2023,"SAN JOSÉ",15
2023,"SAN JOSÉ ACATEMPA",4
2023,"SAN JOSÉ DEL GOLFO",408
2023,"SAN JOSÉ EL IDOLO",10
2023,"SAN JOSÉ LA ARADA",109
2023,"SAN JOSÉ OJETENAM",1
2023,"SAN JOSÉ PINULA",427
2023,"SAN JOSÉ POAQUIL",4
2023,"SAN JUAN BAUTISTA",2
2023,"SAN JUAN CHAMELCO",12
2023,"SAN JUAN COTZAL",9
2023,"SAN JUAN LA ERMITA",117
2023,"SAN JUAN LA LAGUNA",108
2023,"SAN JUAN SACATEPÉQUEZ",1489
2023,"SAN JUAN TECUACO",39
2023,"SAN LUCAS SACATEPÉQUEZ",32
2023,"SAN LUCAS TOLIMÁN",148
2023,"SAN LUIS",634
2023,"SAN LUIS JILOTEPEQUE",473
2023,"SAN MANUEL CHAPARRÓN",39
2023,"SAN MARCOS",54
2023,"SAN MARTÍN JILOTEPEQUE",35
2023,"SAN MARTÍN ZAPOTITLÁN",22
2023,"SAN MIGUEL CHICAJ",435
2023,"SAN MIGUEL DUEÑAS",96
2023,"SAN MIGUEL IXTAHUACÁN",2
2023,"SAN MIGUEL PANÁN",1
2023,"SAN MIGUEL PETAPA",76
2023,"SAN MIGUEL USPANTÁN",198
2023,"SAN PABLO",9
2023,"SAN PEDRO AYAMPUC",133
2023,"SAN PEDRO CARCHÁ",104
2023,"SAN PEDRO JOCOPILAS",2
2023,"SAN PEDRO LA LAGUNA",125
2023,"SAN PEDRO NECTA",64
2023,"SAN PEDRO PINULA",155
2023,"SAN PEDRO SACATEPÉQUEZ",33
2023,"SAN PEDRO SOLOMA",3
2023,"SAN RAFAEL LAS FLORES",311
2023,"SAN RAFAEL PETZAL",1
2023,"SAN RAFAEL PIÉ DE LA CUESTA",2
2023,"SAN RAYMUNDO",58
2023,"SAN SEBASTIÁN",105
2023,"SAN VICENTE PACAYA",35
2023,SANARATE,38
2023,SANSARE,4
2023,"SANTA ANA",155
2023,"SANTA ANA HUISTA",28
2023,"SANTA APOLONIA",1
2023,"SANTA BÁRBARA",2
2023,"SANTA CATARINA BARAHONA",19
2023,"SANTA CATARINA IXTAHUACÁN",85
2023,"SANTA CATARINA MITA",6
2023,"SANTA CATARINA PALOPÓ",76
2023,"SANTA CATARINA PINULA",492
2023,"SANTA CLARA LA LAGUNA",1
2023,"SANTA CRUZ BALANYÁ",6
2023,"SANTA CRUZ DEL QUICHÉ",415
2023,"SANTA CRUZ MULÚA",56
2023,"SANTA CRUZ NARANJO",191
2023,"SANTA CRUZ VERAPAZ",181
2023,"SANTA LUCÍA COTZUMALGUAPA",178
2023,"SANTA LUCÍA LA REFORMA",1
2023,"SANTA LUCÍA MILPAS ALTAS",4
2023,"SANTA LUCÍA UTATLÁN",2
2023,"SANTA MARÍA CHIQUIMULA",1
2023,"SANTA MARÍA DE JESÚS",2
2023,"SANTA MARÍA IXHUATÁN",45
2023,"SANTA ROSA DE LIMA",47
2023,"SANTIAGO ATITLÁN",195
2023,"SANTIAGO SACATEPÉQUEZ",11
2023,"SANTO DOMINGO SUCHITEPÉQUEZ",2
2023,"SANTO DOMINGO XENACOJ",22
2023,"SANTO TOMÁS LA UNIÓN",67
2023,"SAYAXCHÉ",432
2023,"SENAHÚ",271
2023,SIPACATE,99
2023,"SIQUINALÁ",271
2023,"SOLOLÁ",442
2023,SUMPANGO,36
2023,TACTIC,19
2023,"TAMAHÚ",320
2023,TAXISCO,97
2023,"TECPÁN GUATEMALA",24
2023,"TECTITÁN",14
2023,"TECULUTÁN",177
2023,TEJUTLA,3
2023,TIQUISATE,160
