year,municipality,department,total_cases
2017,AYUTLA,"SAN MARCOS",61
2017,"SAN JUAN LA ERMITA",CHIQUIMULA,58
2017,"PACHALÚN",QUICHE,55
2017,"EL ESTOR",IZABAL,54
2017,"NENTÓN",HUEHUETENANGO,52
2017,"CAMOTÁN",CHIQUIMULA,51
2017,TIQUISATE,ESCUINTLA,50
2017,"PUEBLO NUEVO VIÑAS","SANTA ROSA",49
2017,JALAPA,JALAPA,47
2017,CHAHAL,"ALTA VERAPAZ",47
2017,"MALACATÁN","SAN MARCOS",44
2017,ESCUINTLA,ESCUINTLA,43
2017,"LA DEMOCRACIA",HUEHUETENANGO,42
2017,CUILAPA,"SANTA ROSA",41
2017,RABINAL,"BAJA VERAPAZ",37
2017,"SAN MIGUEL CHICAJ","BAJA VERAPAZ",36
2017,RAXRUHA,"ALTA VERAPAZ",34
2017,COLOMBA,QUETZALTENANGO,34
2017,"LA DEMOCRACIA",ESCUINTLA,34
2017,CASILLAS,"SANTA ROSA",34
2017,"CANILLÁ",QUICHE,33
2017,LIVINGSTON,IZABAL,33
2017,"SAN JERÓNIMO","BAJA VERAPAZ",33
2017,"SAN PEDRO PINULA",JALAPA,33
2017,"GUALÁN",ZACAPA,32
2017,"SAN LUIS JILOTEPEQUE",JALAPA,32
2017,"SAN ANTONIO HUISTA",HUEHUETENANGO,31
2017,"NUEVA CONCEPCIÓN",ESCUINTLA,29
2017,JACALTENANGO,HUEHUETENANGO,27
2017,JALPATAGUA,JUTIAPA,27
2017,"EL PALMAR",QUETZALTENANGO,25
2017,GUANAGAZAPA,ESCUINTLA,23
2017,"MELCHOR DE MENCOS","EL PETEN",22
2017,CHIQUIMULA,CHIQUIMULA,21
2017,"GÉNOVA",QUETZALTENANGO,20
2017,"SAYAXCHÉ","EL PETEN",20
2017,"SAN JOSÉ LA ARADA",CHIQUIMULA,20
2017,"PUERTO DE SAN JOSÉ",ESCUINTLA,19
2017,"AMATITLÁN",GUATEMALA,18
2017,"VILLA NUEVA",GUATEMALA,18
2017,IPALA,CHIQUIMULA,18
2017,"SAN BENITO","EL PETEN",17
2017,CUILCO,HUEHUETENANGO,17
2017,"LA GOMERA",ESCUINTLA,16
2017,YEPOCAPA,CHIMALTENANGO,16
2017,"EL TUMBADOR","SAN MARCOS",15
2017,"PALÍN",ESCUINTLA,15
2017,MORALES,IZABAL,14
2017,"SANTA LUCÍA COTZUMALGUAPA",ESCUINTLA,14
2017,"FLORES COSTA CUCA",QUETZALTENANGO,14
2017,"SANTA ANA HUISTA",HUEHUETENANGO,14
2017,"EL CHAL","EL PETEN",14
2017,"USUMATLÁN",ZACAPA,14
2017,BARBERENA,"SANTA ROSA",13
2017,"SAN RAFAEL LAS FLORES","SANTA ROSA",13
2017,SAMAYAC,SUCHITEPEQUEZ,13
2017,DOLORES,"EL PETEN",12
2017,"CONCEPCIÓN LAS MINAS",CHIQUIMULA,12
2017,"SANTA ROSA DE LIMA","SANTA ROSA",12
2017,MASAGUA,ESCUINTLA,11
2017,"NUEVA SANTA ROSA","SANTA ROSA",11
2017,RETALHULEU,RETALHULEU,10
2017,"SAN JUAN SACATEPÉQUEZ",GUATEMALA,10
2017,"SAN JORGE",ZACAPA,10
2017,CUBULCO,"BAJA VERAPAZ",9
2017,JOCOTENANGO,SACATEPEQUEZ,9
2017,CHIQUIMULILLA,"SANTA ROSA",8
2017,JUTIAPA,JUTIAPA,8
2017,IZTAPA,ESCUINTLA,8
2017,"LOS AMATES",IZABAL,8
2017,"SANTA CATARINA MITA",JUTIAPA,8
2017,"SAN VICENTE PACAYA",ESCUINTLA,8
2017,"EL QUETZAL","SAN MARCOS",8
2017,"SAN JOSÉ DEL GOLFO",GUATEMALA,7
2017,"SANTA ANA","EL PETEN",7
2017,"SAN PEDRO AYAMPUC",GUATEMALA,7
2017,"SAN DIEGO",ZACAPA,7
2017,OLOPA,CHIQUIMULA,7
2017,PASTORES,SACATEPEQUEZ,7
2017,"SAN LUCAS TOLIMÁN",SOLOLA,7
2017,"SAN RAYMUNDO",GUATEMALA,7
2017,"SAN MIGUEL PETAPA",GUATEMALA,6
2017,"IXCÁN",QUICHE,6
2017,"VILLA CANALES",GUATEMALA,6
2017,"EL JÍCARO","EL PROGRESO",6
2017,"LANQUÍN","ALTA VERAPAZ",6
2017,"COBÁN","ALTA VERAPAZ",5
2017,"RÍO HONDO",ZACAPA,5
2017,"OCÓS","SAN MARCOS",4
2017,HUEHUETENANGO,HUEHUETENANGO,4
2017,"SAN LUIS","EL PETEN",4
2017,"LA TINTA","ALTA VERAPAZ",4
2017,"NUEVO PROGRESO","SAN MARCOS",4
2017,ORATORIO,"SANTA ROSA",4
2017,"LA REFORMA","SAN MARCOS",4
2017,"SIQUINALÁ",ESCUINTLA,4
2017,"EL ASINTAL",RETALHULEU,4
2017,"LA LIBERTAD",HUEHUETENANGO,4
2017,"SAN FELIPE",RETALHULEU,4
2017,COMAPA,JUTIAPA,4
2017,TAXISCO,"SANTA ROSA",4
2017,QUEZADA,JUTIAPA,4
2017,"SANTA CATARINA BARAHONA",SACATEPEQUEZ,4
2017,"SALAMÁ","BAJA VERAPAZ",3
2017,"POPTÚN","EL PETEN",3
2017,"SAN ANDRÉS","EL PETEN",3
2017,"LA LIBERTAD","EL PETEN",3
2017,"ASUNCIÓN MITA",JUTIAPA,3
2017,"LAS CRUCES","EL PETEN",3
2017,"PATZICÍA",CHIMALTENANGO,3
2017,"CAHABÓN","ALTA VERAPAZ",3
2017,"SANTA CRUZ VERAPAZ","ALTA VERAPAZ",3
2017,"SAN CRISTÓBAL VERAPAZ","ALTA VERAPAZ",3
2017,PARRAMOS,CHIMALTENANGO,3
2017,"SAN JACINTO",CHIQUIMULA,3
2017,"GUAZACAPÁN","SANTA ROSA",3
2017,"CONCEPCIÓN HUISTA",HUEHUETENANGO,3
2017,"SAN PEDRO NECTA",HUEHUETENANGO,2
2017,QUETZALTEPEQUE,CHIQUIMULA,2
2017,"SAN ANDRÉS VILLA SECA",RETALHULEU,2
2017,"MORAZÁN","EL PROGRESO",2
2017,"SAN SEBASTIÁN",RETALHULEU,2
2017,"SANTA CRUZ MULÚA",RETALHULEU,2
2017,"SANTA CATARINA IXTAHUACÁN",SOLOLA,2
2017,"SAN MARTÍN ZAPOTITLÁN",RETALHULEU,2
2017,"SAN MIGUEL USPANTÁN",QUICHE,2
2017,"HUITÉ",ZACAPA,2
2017,"ZAPOTITLÁN",JUTIAPA,2
2017,"EL ADELANTO",JUTIAPA,2
2017,JEREZ,JUTIAPA,2
2017,"CIUDAD VIEJA",SACATEPEQUEZ,2
2017,"SAN JUAN CHAMELCO","ALTA VERAPAZ",2
2017,"SAN JOSÉ POAQUIL",CHIMALTENANGO,2
2017,OLINTEPEQUE,QUETZALTENANGO,2
2017,QUETZALTENANGO,QUETZALTENANGO,1
2017,CUYOTENANGO,SUCHITEPEQUEZ,1
2017,BARILLAS,HUEHUETENANGO,1
2017,"SAN ANTONIO AGUAS CALIENTES",SACATEPEQUEZ,1
2017,SIPACATE,ESCUINTLA,1
2017,"SAN PABLO JOCOPILAS",SUCHITEPEQUEZ,1
2017,"TUCURÚ","ALTA VERAPAZ",1
2017,"SAN MANUEL CHAPARRÓN",JALAPA,1
2017,"SANTA CRUZ LA LAGUNA",SOLOLA,1
2017,"SAN FRANCISCO","EL PETEN",1
2017,CHISEC,"ALTA VERAPAZ",1
2017,CONGUACO,JUTIAPA,1
2017,"SAN JOSÉ ACATEMPA",JUTIAPA,1
2017,"SAN ANTONIO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,1
2017,"SAN JOSÉ","EL PETEN",1
2017,FRAIJANES,GUATEMALA,1
2017,SANARATE,"EL PROGRESO",1
2017,"EL RODEO","SAN MARCOS",1
2017,PATULUL,SUCHITEPEQUEZ,1
2017,"SAN JUAN LA LAGUNA",SOLOLA,1
2017,"AGUACATÁN",HUEHUETENANGO,1
2017,"SANTO DOMINGO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,1
2017,PANZOS,"ALTA VERAPAZ",1
2017,SANSARE,"EL PROGRESO",1
2017,"AGUA BLANCA",JUTIAPA,1
2017,"PURULHÁ","BAJA VERAPAZ",1
2017,"SAN MARCOS LA LAGUNA",SOLOLA,1
2017,POCHUTA,CHIMALTENANGO,1
2017,"SAN ANDRÉS XECUL",TOTONICAPAN,1
2017,SIBINAL,"SAN MARCOS",1
2017,TAJUMULCO,"SAN MARCOS",1
2017,"ESQUIPULAS PALO GORDO","SAN MARCOS",1
2018,COATEPEQUE,QUETZALTENANGO,1893
2018,"GÉNOVA",QUETZALTENANGO,447
2018,GUATEMALA,GUATEMALA,413
2018,"PUERTO BARRIOS",IZABAL,363
2018,"IXCÁN",QUICHE,230
2018,ZACAPA,ZACAPA,181
2018,"SALAMÁ","BAJA VERAPAZ",155
2018,RETALHULEU,RETALHULEU,148
2018,MORALES,IZABAL,135
2018,CATARINA,"SAN MARCOS",125
2018,MAZATENANGO,SUCHITEPEQUEZ,114
2018,"EL ESTOR",IZABAL,114
2018,CUILAPA,"SANTA ROSA",111
2018,"FLORES COSTA CUCA",QUETZALTENANGO,101
2018,CUBULCO,"BAJA VERAPAZ",100
2018,"SANTA LUCÍA COTZUMALGUAPA",ESCUINTLA,98
2018,LIVINGSTON,IZABAL,94
2018,"FRAY BARTOLOMÉ DE LAS CASAS","ALTA VERAPAZ",77
2018,MIXCO,GUATEMALA,72
2018,"MALACATÁN","SAN MARCOS",71
2018,GUASTATOYA,"EL PROGRESO",71
2018,AYUTLA,"SAN MARCOS",71
2018,"SAN PABLO","SAN MARCOS",69
2018,"LA DEMOCRACIA",HUEHUETENANGO,68
2018,ESQUIPULAS,CHIQUIMULA,68
2018,"ANTIGUA GUATEMALA",SACATEPEQUEZ,67
2018,ESCUINTLA,ESCUINTLA,66
2018,"GUALÁN",ZACAPA,62
2018,"TECULUTÁN",ZACAPA,62
2018,"JOCOTÁN",CHIQUIMULA,58
2018,"POPTÚN","EL PETEN",58
2018,"EL TUMBADOR","SAN MARCOS",57
2018,MASAGUA,ESCUINTLA,56
2018,GUANAGAZAPA,ESCUINTLA,53
2018,COLOMBA,QUETZALTENANGO,49
2018,TIQUISATE,ESCUINTLA,47
2018,"LA DEMOCRACIA",ESCUINTLA,47
2018,"SAN BENITO","EL PETEN",46
2018,"PUERTO DE SAN JOSÉ",ESCUINTLA,44
2018,"EL PALMAR",QUETZALTENANGO,40
2018,"NUEVO PROGRESO","SAN MARCOS",40
2018,"SAN JERÓNIMO","BAJA VERAPAZ",39
2018,MOYUTA,JUTIAPA,39
2018,"NUEVA CONCEPCIÓN",ESCUINTLA,38
2018,DOLORES,"EL PETEN",37
2018,"LOS AMATES",IZABAL,36
2018,ESTANZUELA,ZACAPA,34
2018,"CABAÑAS",ZACAPA,32
2018,"USUMATLÁN",ZACAPA,31
2018,RAXRUHA,"ALTA VERAPAZ",28
2018,RABINAL,"BAJA VERAPAZ",28
2018,SIPACATE,ESCUINTLA,28
2018,"SAN AGUSTÍN ACASAGUASTLÁN","EL PROGRESO",28
2018,"SIQUINALÁ",ESCUINTLA,27
2018,"OCÓS","SAN MARCOS",26
2018,"PALÍN",ESCUINTLA,25
2018,"EL CHAL","EL PETEN",24
2018,CHIQUIMULA,CHIQUIMULA,23
2018,"SAN LUIS JILOTEPEQUE",JALAPA,23
2018,"SAN MIGUEL CHICAJ","BAJA VERAPAZ",23
2018,"SAN JUAN SACATEPÉQUEZ",GUATEMALA,22
2018,"ASUNCIÓN MITA",JUTIAPA,21
2018,"SAN JUAN LA ERMITA",CHIQUIMULA,21
2018,ATESCATEMPA,JUTIAPA,20
2018,JACALTENANGO,HUEHUETENANGO,20
2018,"VILLA NUEVA",GUATEMALA,18
2018,JALAPA,JALAPA,18
2018,"SAN LUIS","EL PETEN",17
2018,"EL QUETZAL","SAN MARCOS",16
2018,"SAYAXCHÉ","EL PETEN",15
2018,"SAN RAFAEL LAS FLORES","SANTA ROSA",15
2018,"SAN JOSÉ DEL GOLFO",GUATEMALA,13
2018,"SANTO TOMÁS LA UNIÓN",SUCHITEPEQUEZ,13
2018,"SAN ANTONIO HUISTA",HUEHUETENANGO,13
2018,"COBÁN","ALTA VERAPAZ",12
2018,"LA LIBERTAD","EL PETEN",12
2018,QUETZALTEPEQUE,CHIQUIMULA,12
2018,"MELCHOR DE MENCOS","EL PETEN",12
2018,"RÍO HONDO",ZACAPA,12
2018,"CAMOTÁN",CHIQUIMULA,11
2018,SAMAYAC,SUCHITEPEQUEZ,11
2018,"VILLA CANALES",GUATEMALA,10
2018,"EL JÍCARO","EL PROGRESO",10
2018,"LA UNIÓN",ZACAPA,10
2018,IZTAPA,ESCUINTLA,10
2018,"CONCEPCIÓN LAS MINAS",CHIQUIMULA,10
2018,"SAN JOSÉ LA ARADA",CHIQUIMULA,10
2018,"AGUA BLANCA",JUTIAPA,10
2018,"AMATITLÁN",GUATEMALA,9
2018,JUTIAPA,JUTIAPA,9
2018,"LA GOMERA",ESCUINTLA,9
2018,"LAS CRUCES","EL PETEN",9
2018,CHAHAL,"ALTA VERAPAZ",9
2018,"SAN DIEGO",ZACAPA,9
2018,"SANTA ROSA DE LIMA","SANTA ROSA",8
2018,"SAN ANTONIO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,8
2018,"SAN CRISTÓBAL ACASAGUASTLÁN","EL PROGRESO",8
2018,ZUNILITO,SUCHITEPEQUEZ,8
2018,"SAN MIGUEL PETAPA",GUATEMALA,7
2018,JOYABAJ,QUICHE,7
2018,BARBERENA,"SANTA ROSA",7
2018,"SAN VICENTE PACAYA",ESCUINTLA,7
2018,YEPOCAPA,CHIMALTENANGO,7
2018,SANSARE,"EL PROGRESO",7
2018,"SAN MIGUEL DUEÑAS",SACATEPEQUEZ,7
2018,HUEHUETENANGO,HUEHUETENANGO,6
2018,"SANTA ANA HUISTA",HUEHUETENANGO,6
2018,"PUEBLO NUEVO VIÑAS","SANTA ROSA",6
2018,CHUARRANCHO,GUATEMALA,6
2018,"SAN JOSÉ ACATEMPA",JUTIAPA,6
2018,"SANTA CATARINA BARAHONA",SACATEPEQUEZ,6
2018,"SAN MARTÍN JILOTEPEQUE",CHIMALTENANGO,5
2018,"SAN MANUEL CHAPARRÓN",JALAPA,5
2018,"LA REFORMA","SAN MARCOS",5
2018,"SAN FELIPE",RETALHULEU,5
2018,PASACO,JUTIAPA,5
2018,IPALA,CHIQUIMULA,5
2018,"HUITÉ",ZACAPA,5
2018,JALPATAGUA,JUTIAPA,4
2018,OLOPA,CHIQUIMULA,4
2018,QUEZADA,JUTIAPA,4
2018,"SANTO DOMINGO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,4
2018,BARILLAS,HUEHUETENANGO,3
2018,"SAN PEDRO AYAMPUC",GUATEMALA,3
2018,ALOTENANGO,SACATEPEQUEZ,3
2018,"TUCURÚ","ALTA VERAPAZ",3
2018,"SANTA CRUZ MULÚA",RETALHULEU,3
2018,"SANTA CRUZ VERAPAZ","ALTA VERAPAZ",3
2018,"EL ASINTAL",RETALHULEU,3
2018,"SAN MARCOS","SAN MARCOS",3
2018,"SAN JOSÉ","EL PETEN",3
2018,COMAPA,JUTIAPA,3
2018,"SAN ANTONIO LA PAZ","EL PROGRESO",3
2018,"SAN PEDRO PINULA",JALAPA,3
2018,QUETZALTENANGO,QUETZALTENANGO,2
2018,CUYOTENANGO,SUCHITEPEQUEZ,2
2018,"SAN PABLO JOCOPILAS",SUCHITEPEQUEZ,2
2018,"LA TINTA","ALTA VERAPAZ",2
2018,"SAN SEBASTIÁN",RETALHULEU,2
2018,"CAHABÓN","ALTA VERAPAZ",2
2018,"PACHALÚN",QUICHE,2
2018,CONGUACO,JUTIAPA,2
2018,"LANQUÍN","ALTA VERAPAZ",2
2018,"CIUDAD VIEJA",SACATEPEQUEZ,2
2018,"SAN JOSÉ POAQUIL",CHIMALTENANGO,2
2018,CHIQUIMULILLA,"SANTA ROSA",1
2018,"SAN ANDRÉS","EL PETEN",1
2018,CHIMALTENANGO,CHIMALTENANGO,1
2018,PALENCIA,GUATEMALA,1
2018,"SANTIAGO ATITLÁN",SOLOLA,1
2018,CHINAUTLA,GUATEMALA,1
2018,"SAN ANTONIO AGUAS CALIENTES",SACATEPEQUEZ,1
2018,"PATZICÍA",CHIMALTENANGO,1
2018,"SAN PEDRO SACATEPÉQUEZ",GUATEMALA,1
2018,"SAN PEDRO CARCHÁ","ALTA VERAPAZ",1
2018,"SANTA ANA","EL PETEN",1
2018,"SAN ANDRÉS VILLA SECA",RETALHULEU,1
2018,"SAN CRISTÓBAL VERAPAZ","ALTA VERAPAZ",1
2018,PARRAMOS,CHIMALTENANGO,1
2018,"SAN JACINTO",CHIQUIMULA,1
2018,"LA LIBERTAD",HUEHUETENANGO,1
2018,"SAN MARTÍN ZAPOTITLÁN",RETALHULEU,1
2018,ACATENANGO,CHIMALTENANGO,1
2018,"SANTA CATARINA PINULA",GUATEMALA,1
2018,SACAPULAS,QUICHE,1
2018,"SAN MIGUEL USPANTÁN",QUICHE,1
2018,"SANTA CRUZ DEL QUICHÉ",QUICHE,1
2018,TAXISCO,"SANTA ROSA",1
2018,SANARATE,"EL PROGRESO",1
2018,YUPILTEPEQUE,JUTIAPA,1
2018,PASTORES,SACATEPEQUEZ,1
2018,"SAN LUCAS TOLIMÁN",SOLOLA,1
2018,PATULUL,SUCHITEPEQUEZ,1
2018,"SAN GABRIEL",SUCHITEPEQUEZ,1
2018,"SAN RAYMUNDO",GUATEMALA,1
2018,PANAJACHEL,SOLOLA,1
2018,"SENAHÚ","ALTA VERAPAZ",1
2018,"TECPÁN GUATEMALA",CHIMALTENANGO,1
2018,JEREZ,JUTIAPA,1
2018,"SAN RAFAEL PIÉ DE LA CUESTA","SAN MARCOS",1
2018,POCHUTA,CHIMALTENANGO,1
2018,"LA ESPERANZA",QUETZALTENANGO,1
2018,SIBINAL,"SAN MARCOS",1
2018,"SAN CRISTÓBAL CUCHO","SAN MARCOS",1
2019,"POPTÚN","EL PETEN",4437
2019,GUATEMALA,GUATEMALA,2894
2019,COATEPEQUE,QUETZALTENANGO,2599
2019,JUTIAPA,JUTIAPA,2259
2019,"SALAMÁ","BAJA VERAPAZ",2193
2019,JACALTENANGO,HUEHUETENANGO,1658
2019,CHIQUIMULA,CHIQUIMULA,1356
2019,ZACAPA,ZACAPA,1286
2019,CUILAPA,"SANTA ROSA",1181
2019,"PUERTO BARRIOS",IZABAL,1087
2019,"SAYAXCHÉ","EL PETEN",1047
2019,MAZATENANGO,SUCHITEPEQUEZ,896
2019,"LA DEMOCRACIA",HUEHUETENANGO,860
2019,RETALHULEU,RETALHULEU,801
2019,MIXCO,GUATEMALA,660
2019,"ANTIGUA GUATEMALA",SACATEPEQUEZ,587
2019,JOYABAJ,QUICHE,554
2019,"FRAY BARTOLOMÉ DE LAS CASAS","ALTA VERAPAZ",548
2019,"VILLA NUEVA",GUATEMALA,540
2019,"FLORES COSTA CUCA",QUETZALTENANGO,536
2019,HUEHUETENANGO,HUEHUETENANGO,526
2019,"LA LIBERTAD","EL PETEN",523
2019,CUILCO,HUEHUETENANGO,521
2019,JALAPA,JALAPA,519
2019,"NUEVA SANTA ROSA","SANTA ROSA",502
2019,ESCUINTLA,ESCUINTLA,500
2019,"SAN ANTONIO HUISTA",HUEHUETENANGO,498
2019,"SAN JOSÉ DEL GOLFO",GUATEMALA,480
2019,TIQUISATE,ESCUINTLA,479
2019,BARILLAS,HUEHUETENANGO,473
2019,"SAN PEDRO NECTA",HUEHUETENANGO,450
2019,"AMATITLÁN",GUATEMALA,449
2019,"IXCÁN",QUICHE,446
2019,"CAHABÓN","ALTA VERAPAZ",441
2019,"TUCURÚ","ALTA VERAPAZ",418
2019,"JOCOTÁN",CHIQUIMULA,412
2019,"SAN PEDRO CARCHÁ","ALTA VERAPAZ",406
2019,"COBÁN","ALTA VERAPAZ",360
2019,"GUALÁN",ZACAPA,357
2019,"SAN BENITO","EL PETEN",353
2019,"MALACATÁN","SAN MARCOS",347
2019,"GÉNOVA",QUETZALTENANGO,328
2019,"SAN LUIS JILOTEPEQUE",JALAPA,293
2019,"SANTA ANA HUISTA",HUEHUETENANGO,266
2019,MORALES,IZABAL,265
2019,"SANTIAGO ATITLÁN",SOLOLA,259
2019,BARBERENA,"SANTA ROSA",259
2019,"SAN JERÓNIMO","BAJA VERAPAZ",259
2019,CHINAUTLA,GUATEMALA,258
2019,GRANADOS,"BAJA VERAPAZ",253
2019,"EL ESTOR",IZABAL,246
2019,"SAN RAFAEL LAS FLORES","SANTA ROSA",239
2019,CHAHAL,"ALTA VERAPAZ",238
2019,"AGUACATÁN",HUEHUETENANGO,235
2019,SACAPULAS,QUICHE,233
2019,"SAN CRISTÓBAL VERAPAZ","ALTA VERAPAZ",223
2019,"LAS CRUCES","EL PETEN",215
2019,RABINAL,"BAJA VERAPAZ",214
2019,"SAN LUIS","EL PETEN",197
2019,"EL PALMAR",QUETZALTENANGO,194
2019,"PACHALÚN",QUICHE,191
2019,"CAMOTÁN",CHIQUIMULA,190
2019,"EL TUMBADOR","SAN MARCOS",187
2019,"NENTÓN",HUEHUETENANGO,185
2019,CHISEC,"ALTA VERAPAZ",184
2019,CUBULCO,"BAJA VERAPAZ",178
2019,"NUEVA CONCEPCIÓN",ESCUINTLA,176
2019,AYUTLA,"SAN MARCOS",165
2019,FLORES,"EL PETEN",164
2019,ESQUIPULAS,CHIQUIMULA,164
2019,"SAN JUAN CHAMELCO","ALTA VERAPAZ",161
2019,DOLORES,"EL PETEN",158
2019,GUASTATOYA,"EL PROGRESO",157
2019,PALENCIA,GUATEMALA,143
2019,"SAN ANDRÉS SAJCABAJÁ",QUICHE,138
2019,"SAN ANTONIO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,137
2019,RAXRUHA,"ALTA VERAPAZ",134
2019,"SAN JORGE",ZACAPA,132
2019,"SANTA CRUZ VERAPAZ","ALTA VERAPAZ",132
2019,"SANTA CATARINA IXTAHUACÁN",SOLOLA,128
2019,"PALÍN",ESCUINTLA,127
2019,LIVINGSTON,IZABAL,126
2019,"SAN PEDRO AYAMPUC",GUATEMALA,126
2019,"SAN ILDELFONSO IXTAHUACÁN",HUEHUETENANGO,121
2019,"PUERTO DE SAN JOSÉ",ESCUINTLA,119
2019,"TECULUTÁN",ZACAPA,119
2019,"SAN JUAN SACATEPÉQUEZ",GUATEMALA,115
2019,"VILLA CANALES",GUATEMALA,114
2019,COLOTENANGO,HUEHUETENANGO,109
2019,"ASUNCIÓN MITA",JUTIAPA,107
2019,FRAIJANES,GUATEMALA,105
2019,"SANTA LUCÍA COTZUMALGUAPA",ESCUINTLA,104
2019,"SAN GASPAR IXCHIL",HUEHUETENANGO,102
2019,CATARINA,"SAN MARCOS",98
2019,"MELCHOR DE MENCOS","EL PETEN",95
2019,"SAN PABLO","SAN MARCOS",95
2019,"SAN MIGUEL CHICAJ","BAJA VERAPAZ",93
2019,YEPOCAPA,CHIMALTENANGO,92
2019,"LA LIBERTAD",HUEHUETENANGO,91
2019,MASAGUA,ESCUINTLA,89
2019,COLOMBA,QUETZALTENANGO,85
2019,"OCÓS","SAN MARCOS",83
2019,"EL ASINTAL",RETALHULEU,78
2019,"SENAHÚ","ALTA VERAPAZ",76
2019,GUANAGAZAPA,ESCUINTLA,74
2019,"SAN JUAN LA ERMITA",CHIQUIMULA,73
2019,"LA UNIÓN",ZACAPA,65
2019,"SAN FRANCISCO","EL PETEN",65
2019,"CABAÑAS",ZACAPA,64
2019,"LA DEMOCRACIA",ESCUINTLA,62
2019,ATESCATEMPA,JUTIAPA,61
2019,TAXISCO,"SANTA ROSA",59
2019,"PUEBLO NUEVO VIÑAS","SANTA ROSA",57
2019,"EL CHAL","EL PETEN",56
2019,MOYUTA,JUTIAPA,56
2019,JEREZ,JUTIAPA,56
2019,"LANQUÍN","ALTA VERAPAZ",55
2019,"LA GOMERA",ESCUINTLA,51
2019,QUETZALTEPEQUE,CHIQUIMULA,50
2019,"EL QUETZAL","SAN MARCOS",49
2019,JALPATAGUA,JUTIAPA,44
2019,"NUEVO PROGRESO","SAN MARCOS",44
2019,"SANTA ROSA DE LIMA","SANTA ROSA",44
2019,"LOS AMATES",IZABAL,43
2019,"SAN JOSÉ ACATEMPA",JUTIAPA,43
2019,ZUNILITO,SUCHITEPEQUEZ,42
2019,"SIQUINALÁ",ESCUINTLA,41
2019,"SAN MIGUEL USPANTÁN",QUICHE,41
2019,"SAN BARTOLOMÉ JOCOTENANGO",QUICHE,41
2019,QUETZALTENANGO,QUETZALTENANGO,39
2019,"EL CHOL","BAJA VERAPAZ",36
2019,"SAN MARCOS","SAN MARCOS",35
2019,"CANILLÁ",QUICHE,34
2019,"SAN MIGUEL PETAPA",GUATEMALA,33
2019,"SAN VICENTE PACAYA",ESCUINTLA,32
2019,CHUARRANCHO,GUATEMALA,32
2019,CHAMPERICO,RETALHULEU,31
2019,PASACO,JUTIAPA,30
2019,"SANTA ANA","EL PETEN",29
2019,"CONCEPCIÓN LAS MINAS",CHIQUIMULA,29
2019,SIPACATE,ESCUINTLA,28
2019,"SAN JOSÉ LA ARADA",CHIQUIMULA,28
2019,"CHICAMÁN",QUICHE,26
2019,"EL JÍCARO","EL PROGRESO",25
2019,"SANTO TOMÁS LA UNIÓN",SUCHITEPEQUEZ,25
2019,"SAN PEDRO LA LAGUNA",SOLOLA,23
2019,"SAN ANDRÉS VILLA SECA",RETALHULEU,22
2019,IZTAPA,ESCUINTLA,22
2019,"SAN CRISTÓBAL ACASAGUASTLÁN","EL PROGRESO",22
2019,MALACATANCITO,HUEHUETENANGO,22
2019,IPALA,CHIQUIMULA,21
2019,"SAN MARTÍN JILOTEPEQUE",CHIMALTENANGO,20
2019,CONGUACO,JUTIAPA,20
2019,"USUMATLÁN",ZACAPA,20
2019,PATULUL,SUCHITEPEQUEZ,20
2019,QUEZADA,JUTIAPA,20
2019,"SAN PEDRO SACATEPÉQUEZ",GUATEMALA,19
2019,ORATORIO,"SANTA ROSA",19
2019,"SAN DIEGO",ZACAPA,19
2019,ALOTENANGO,SACATEPEQUEZ,18
2019,CASILLAS,"SANTA ROSA",18
2019,"SAN FELIPE",RETALHULEU,18
2019,SANSARE,"EL PROGRESO",18
2019,ESTANZUELA,ZACAPA,17
2019,"SAN MIGUEL DUEÑAS",SACATEPEQUEZ,17
2019,"SAN MANUEL CHAPARRÓN",JALAPA,16
2019,"SAN JACINTO",CHIQUIMULA,16
2019,"SAN LUCAS TOLIMÁN",SOLOLA,16
2019,"EL PROGRESO",JUTIAPA,16
2019,"PUEBLO NUEVO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,16
2019,"SAN SEBASTIÁN HUEHUETENANGO",HUEHUETENANGO,15
2019,"PETATÁN",HUEHUETENANGO,14
2019,"SAN PEDRO PINULA",JALAPA,14
2019,"PURULHÁ","BAJA VERAPAZ",14
2019,"SAN JOSÉ PINULA",GUATEMALA,13
2019,"SANTA CRUZ MULÚA",RETALHULEU,13
2019,"SAN RAYMUNDO",GUATEMALA,13
2019,CUYOTENANGO,SUCHITEPEQUEZ,12
2019,"SAN SEBASTIÁN",RETALHULEU,12
2019,"GUAZACAPÁN","SANTA ROSA",12
2019,"HUITÉ",ZACAPA,12
2019,"SANTO DOMINGO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,12
2019,"EL TEJAR",CHIMALTENANGO,12
2019,"SAN ANTONIO AGUAS CALIENTES",SACATEPEQUEZ,11
2019,"LA TINTA","ALTA VERAPAZ",11
2019,"SANTA MARÍA IXHUATÁN","SANTA ROSA",11
2019,"SAN LUCAS SACATEPÉQUEZ",SACATEPEQUEZ,11
